imo,name_of_ship_ref,ship_type_ref,ship_type_group,dwt,tpc
9938913,ZHONG GU YIN CHUAN,Container Ship (Fully Cellular),Container-Baby post-Panamax,87577,0
9938925,ZHONG GU SHEN YANG,Container Ship (Fully Cellular),Container-Baby post-Panamax,87655,0
9938937,ZHONG GU CHANG CHUN,Container Ship (Fully Cellular),Container-Baby post-Panamax,87571,0
9938949,ZHONG GU LAN ZHOU,Container Ship (Fully Cellular),Container-Baby post-Panamax,87611,0
9938951,ZHONG GU XI AN,Container Ship (Fully Cellular),Container-Baby post-Panamax,87674,0
9938963,ZHONG GU CHANG SHA,Container Ship (Fully Cellular),Container-Baby post-Panamax,87536,0
9938987,BAGSHOT,Chemical/Products Tanker,Tanker-Handy,17933,29.7
9938999,SHENG HANG HUA 1,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",7461,18.9
9939008,MOUNT NOREFJELL,Bulk Carrier,Bulk Carrier-Newcastlemax,208479,0
9939058,GOLDEN VOYAGER,Chemical/Products Tanker,Tanker-MR2,49999,53.4
9939072,FORTE SAO MARCELO,Bulk Carrier,Bulk Carrier-Mini Capesize,121669,0
9939084,FORTE DOS REIS MAGOS,Bulk Carrier,Bulk Carrier-Mini Capesize,121659,0
9939137,ONE INNOVATION,Container Ship (Fully Cellular),Containership-Mega Container,225405,0
9939149,ONE INSPIRATION,Container Ship (Fully Cellular),Containership-Mega Container,224983,0
9939163,ALHAYA,Crude Oil Tanker,Tanker-Aframax,115519,98.6
9939204,PASCO MARSEL,LPG Tanker,LPG-Medium Gas Carrier,29991,44
9939266,DONGJIN CONFIDENT,Container Ship (Fully Cellular),Containership-Regional Feeder,23414,0
9939292,STARSHIP DRACO,Container Ship (Fully Cellular),Containership-Regional Feeder,23414,0
9939307,PEGASUS PROTO,Container Ship (Fully Cellular),Containership-Regional Feeder,23414,0
9939333,DHANVANTI,Bulk Carrier,Bulk Carrier-Newcastlemax,210927,0
9939345,BHANUMATI,Bulk Carrier,Bulk Carrier-Newcastlemax,210940,0
9939357,LADY NEETI,Bulk Carrier,Bulk Carrier-Newcastlemax,210941,0
9939369,LADY DAWN,Bulk Carrier,Bulk Carrier-Newcastlemax,211041,0
9939371,LADY GWENDOLINE,Bulk Carrier,Bulk Carrier-Newcastlemax,210925,0
9939383,LADY SOPHIE MARIE,Bulk Carrier,Bulk Carrier-Newcastlemax,211047,0
9939412,BSP XXV,Products Tanker,"Tanker-<=4,999dwt",4000,0
9939527,CAPE VENUS,Bulk Carrier,Bulk Carrier-Newcastlemax,209963,0
9939539,CAPE JUPITER,Bulk Carrier,Bulk Carrier-Newcastlemax,209963,0
9939553,MING ZHOU 507,Bulk Carrier,Bulk Carrier-Handymax,49800,0
9939565,ARREBOL,Chemical/Products Tanker,Tanker-MR2,49996,53.8
9939577,AUGENSTERN,Chemical/Products Tanker,Tanker-MR2,49600,53.8
9939589,HYGGE,Chemical/Products Tanker,Tanker-MR2,49999,53.8
9939591,KOMOREBI,Chemical/Products Tanker,Tanker-MR2,49996,53.8
9939606,LAGOM,Chemical/Products Tanker,Tanker-MR2,49999,53.7
9939618,MURMURE,Chemical/Products Tanker,Tanker-MR2,49999,53.8
9939620,REDAMANCY,Chemical/Products Tanker,Tanker-MR2,49999,53.8
9939632,TROUVAILLE,Chemical/Products Tanker,Tanker-MR2,49999,53.7
9939656,KAKUHISA MARU,Products Tanker,"Tanker-5,000-7,499dwt",5352,0
9939682,DONG YI 602,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,76010,0
9939694,RIKKO MARU,Cement Carrier,Cement Carrier,7663,0
9939785,LISELOTTE ESSBERGER,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",7134,19.4
9939797,JOHN T. ESSBERGER,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",7134,19.4
9939802,EBERHART ESSBERGER,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",7129,19.4
9939814,HEINRICH ESSBERGER,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",7109,19.4
9939876,FOLK DAMMAM,Container Ship (Fully Cellular),Containership-Regional Feeder,23954,0
9939888,FOLK JEDDAH,Container Ship (Fully Cellular),Containership-Regional Feeder,19974,0
9939890,CHANCE,Container Ship (Fully Cellular),Containership-Regional Feeder,23987,0
9939905,SITC ZHI,Container Ship (Fully Cellular),Containership-Regional Feeder,23974,0
9939917,CAPTAIN MARKOS,LPG Tanker,LPG-Very Large Gas Carrier,55206,73.7
9939929,GCL GODAVARI,Bulk Carrier,Bulk Carrier-Mini Capesize,120279,0
9939931,GCL KRISHNA,Bulk Carrier,Bulk Carrier-Mini Capesize,120327,0
9939943,GCL GOMTI,Bulk Carrier,Bulk Carrier-Mini Capesize,120317,0
9939955,GCL MAHI,Bulk Carrier,Bulk Carrier-Mini Capesize,120321,0
9939967,MOUNT ITA,Bulk Carrier,Bulk Carrier-Newcastlemax,207992,0
9939979,MOUNT ETNA,Bulk Carrier,Bulk Carrier-Newcastlemax,207992,0
9939981,MOUNT BLANC,Bulk Carrier,Bulk Carrier-Newcastlemax,207992,0
9939993,SOUTHERN BELUGA,Chemical/Products Tanker,Tanker-Handy,17405,27
9940019,AMAURY NEYRAND,LPG Tanker,LPG-Small Gas Carrier,9575,0
9940021,KAKUYOU MARU,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",5276,0
9940071,EISHO MARU NO. 3,Products Tanker,"Tanker-<=4,999dwt",2598,0
9940083,CHINA VENTURE,Bulk Carrier,Bulk Carrier-Newcastlemax,207998,0
9940095,CHINA CHAMPION,Bulk Carrier,Bulk Carrier-Newcastlemax,209873,0
9940100,FIONIA SWAN,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6038,14.8
9940148,DAO EN 17,Bulk Carrier,Bulk Carrier-Handymax,45500,0
9940150,STANFORD PELICAN,Crew/Supply Vessel,Crew/Supply Vessel,105,0
9940162,STANFORD HARRIER,Crew/Supply Vessel,Crew/Supply Vessel,105,0
9940174,HUA XIN 968,Container Ship (Fully Cellular),Containership-Regional Feeder,15843,0
9940203,SITC XIANDE,Container Ship (Fully Cellular),Containership-Regional Feeder,24494,0
9940215,SITC SHENGDE,Container Ship (Fully Cellular),Containership-Regional Feeder,24507,0
9940227,SITC HENGDE,Container Ship (Fully Cellular),Containership-Regional Feeder,24470,0
9940239,SITC SHUNDE,Container Ship (Fully Cellular),Containership-Regional Feeder,24518,0
9940291,CS BREEZE,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6831,16
9940306,CS HANA,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6829,16
9940320,PERTAMINA GAS TULIP,LPG Tanker,LPG-Very Large Gas Carrier,58956,72
9940332,MOUNT API,Bulk Carrier,Bulk Carrier-Newcastlemax,209021,0
9940344,MOUNT COOK,Bulk Carrier,Bulk Carrier-Newcastlemax,208886,0
9940382,JIAN HANG AN DA,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6165,16.4
9940394,YONG XIN 17,Container Ship (Fully Cellular),Containership-Regional Feeder,21484,0
9940409,WAN MING WEN MING,Bulk Carrier,Bulk Carrier-Handymax,46708,0
9940423,ROSILLO EXPLORER,LPG Tanker,LPG-Medium Gas Carrier,29421,45.8
9940435,CERRO ALTO EXPLORER,LPG Tanker,LPG-Medium Gas Carrier,29229,45.8
9940447,PASCO RONI,LPG Tanker,LPG-Medium Gas Carrier,29991,46.1
9940459,IXORA,Crude/Oil Products Tanker,Tanker-LR2,111006,99.5
9940461,MAO GANG SHANG HAI,Container Ship (Fully Cellular),Containership-Regional Feeder,26945,0
9940473,XIN AN HONG 5,Bulk Carrier,Bulk Carrier-Small Handy,22351,0
9940485,ZHEN HAI ZE YANG,General Cargo Ship,"General Cargo 10,000-14,999dwt",14547,0
9940605,HLS DIAMOND,LPG Tanker,LPG-Very Large Gas Carrier,55383,67.2
9940631,CEMTEX EMINENCE,Bulk Carrier,Bulk Carrier-Post Panamax,99990,0
9940643,CEMTEX UNITY,Bulk Carrier,Bulk Carrier-Post Panamax,99990,0
9940681,AZALEA,Chemical/Products Tanker,Tanker-Handy,12638,22.1
9940693,TUNA QUEEN,Refrigerated Cargo Ship,"Reefer-2,000-4,999dwt",4848,0
9940708,TUNA PRINCESS,Refrigerated Cargo Ship,"Reefer-2,000-4,999dwt",4843,0
9940710,SHOKAI,Chemical/Products Tanker,"Tanker-7,500-9,999dwt",8999,0
9940734,CHEMICAL FRONTIER,Chemical/Products Tanker,Tanker-Handy,14521,24.8
9940746,CHEMICAL RANGER,Chemical/Products Tanker,Tanker-Handy,14513,24.8
9940758,SAWASDEE CHITTAGONG,Container Ship (Fully Cellular),Containership-Regional Feeder,22256,0
9940760,SAWASDEE SHANGHAI,Container Ship (Fully Cellular),Containership-Regional Feeder,22256,0
9940772,SAWASDEE XIAMEN,Container Ship (Fully Cellular),Containership-Regional Feeder,22253,0
9940784,SAWASDEE INCHEON,Container Ship (Fully Cellular),Containership-Regional Feeder,22253,0
9940796,PENG JU 9,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7871,0
9940801,XIN HENG SHUN 18,Chemical/Products Tanker,"Tanker-<=4,999dwt",4420,0
9940904,XING HANG JUN JIE,Bulk Carrier,Bulk Carrier-Supra/Ultramax,60838,0
9940916,BAO DE 8120,Products Tanker,"Tanker-7,500-9,999dwt",8051,0
9940928,HAI DA 569,Products Tanker,"Tanker-<=4,999dwt",4296,0
9940966,BOTAN,LPG Tanker,LPG-Very Large Gas Carrier,59312,72.1
9940978,TSUBAKI,LPG Tanker,LPG-Very Large Gas Carrier,55471,65
9940992,GAS JUSTESEN,LPG Tanker,LPG-Very Large Gas Carrier,55076,67.2
9941001,GAS KAISERIN,LPG Tanker,LPG-Very Large Gas Carrier,55141,67.2
9941013,HLS BILBAO,LNG Tanker,LNG-New Panamax,94927,115.9
